i 2 2 60
l 2538 2.903333e+03 1.972667e+03 5.373333e+02 5.763333e+02 6.153333e+02 0.000000
l 2707 2.857667e+03 1.856667e+03 4.216667e+02 1382 4.736667e+02 0.017007
l 2.716667e+03 2.776333e+03 1860 3.756667e+02 1910 2.853333e+02 0.017346
l 2.617667e+03 2.714667e+03 1.994667e+03 393 1.833333e+03 -5 0.017643
l 2638 2739 2.118667e+03 4.303333e+02 1204 -3.603333e+02 0.034589
l 2.926667e+03 2930 2168 4.826667e+02 6.076667e+02 -7.656667e+02 0.034980
l 3224 3.269667e+03 2.218667e+03 4.723333e+02 6.023333e+02 -1115 0.068497
l 3.123333e+03 3.758667e+03 2.479667e+03 3.863333e+02 1155 -1395 0.079613
l 2.717333e+03 4.304333e+03 2.881333e+03 156 1.653333e+03 -1687 0.088574
l 2.311667e+03 4.923667e+03 3.193667e+03 -206 1877 -2.006333e+03 0.102545
l 1963 5.582333e+03 3279 -7.503333e+02 2.167333e+03 -2370 0.122567
l 1.657667e+03 6.242333e+03 3207 -1.436333e+03 2.801333e+03 -2.751667e+03 0.156512
l 1294 6748 3295 -2.220667e+03 3803 -3192 0.168424
l 8.786667e+02 7232 3.431667e+03 -2860 4.691333e+03 -3697 0.187572
l 434 8.025667e+03 3.452333e+03 -3241 5157 -4129 0.187949
l 109 8.787333e+03 3045 -3334 5.245333e+03 -4.305333e+03 0.219510
l 75 9.261667e+03 1.975333e+03 -3.277667e+03 5428 -4.177333e+03 0.239602
l -10 8.831667e+03 8.883333e+02 -3.276333e+03 6.290333e+03 -3.690333e+03 0.239990
l -1.283333e+02 7.798333e+03 8.866667e+01 -3.419667e+03 7.631333e+03 -2762 0.273521
l -575 6.201333e+03 -1.533333e+02 -4.262667e+03 9.156667e+03 -8.466667e+02 0.293427
l -1.927667e+03 4293 -525 -5.413333e+03 1.010567e+04 2096 0.305569
l -4185 2.153333e+03 -1.073667e+03 -7.268667e+03 9.784667e+03 5.595667e+03 0.307498
l -5.854667e+03 -687 -1183 -9043 7.673667e+03 8.558333e+03 0.339522
l -5.291333e+03 -4.251667e+03 -757 -11358 5.000333e+03 1.055767e+04 0.366623
l -3.659333e+03 -9.104667e+03 -385 -1.401933e+04 2.670667e+03 11959 0.366977
l -2.568333e+03 -1.582267e+04 -270 -1.423467e+04 821 12246 0.376575
l -1.156667e+03 -1.866533e+04 -2.423333e+02 -1.059767e+04 -1.522667e+03 11008 0.410601
l 858 -1.662767e+04 -3.333333e-01 -4.278667e+03 -3.553333e+03 7816 0.422441
l 3.243667e+03 -9029 9.093333e+02 7.583333e+02 -4166 3.362667e+03 0.441601
l 3.342333e+03 -3119 1896 1.983667e+03 -2.869333e+03 -6.416667e+02 0.441980
l 2247 -1.599667e+03 2.434667e+03 1.701333e+03 -1.145333e+03 -3.408667e+03 0.473526
l 1270 -2.948333e+03 1.874667e+03 1.382667e+03 6.273333e+02 -4.808333e+03 0.494620
l 6.963333e+02 -4529 1079 2.041667e+03 1.894333e+03 -5.701667e+03 0.495052
l -8.666667e+00 -4.266667e+03 1.108667e+03 2891 2.640667e+03 -6429 0.528613
l -9.786667e+02 -2.945667e+03 1.892333e+03 2.579667e+03 1900 -6.637667e+03 0.529003
l -1.696667e+03 -2.029333e+03 2.759333e+03 2.215667e+03 -1.923333e+02 -6504 0.548525
l -1647 -939 3.446667e+03 1626 -3.173333e+03 -6.125333e+03 0.578605
l -1084 -2.923333e+02 3743 1.539667e+03 -5.759333e+03 -5699 0.578990
l 347 3.096667e+02 4.082333e+03 1.426667e+03 -6.954667e+03 -5.087667e+03 0.612548
l 1.513333e+03 4.793333e+02 4.259667e+03 1.359667e+03 -6534 -4.457667e+03 0.625801
l 1913 5.986667e+02 4.387333e+03 1.483333e+03 -5.679333e+03 -3.733667e+03 0.631584
l 1496 6.083333e+02 4.305333e+03 1.800333e+03 -5.659333e+03 -3.202333e+03 0.663595
l 1122 7.813333e+02 3951 2618 -6.834667e+03 -2886 0.663970
l 1427 1.173667e+03 3.321333e+03 3.526333e+03 -7.933333e+03 -2.807333e+03 0.683533
l 2.238333e+03 1.946667e+03 2811 4265 -7882 -2701 0.714615
l 2.898667e+03 2.566333e+03 2592 4.436333e+03 -6303 -2.354333e+03 0.715004
l 2.760667e+03 2844 2675 4.449667e+03 -4.598333e+03 -1.839333e+03 0.748571
l 2.077667e+03 2906 2480 4.448667e+03 -3.918667e+03 -1348 0.761566
l 1.416333e+03 3.161333e+03 2.055333e+03 4481 -4.404333e+03 -1003 0.767596
l 1.132333e+03 3.667333e+03 1646 4605 -5328 -806 0.799584
l 1.406333e+03 4079 1535 4462 -5.738667e+03 -5.813333e+02 0.799945
l 1.749667e+03 4089 1.590667e+03 4.294667e+03 -5.388333e+03 -296 0.819604
l 1.936333e+03 3.982667e+03 1600 3.963333e+03 -4.521333e+03 4.433333e+01 0.851590
l 1.730333e+03 3989 1694 3.665667e+03 -3.754333e+03 355 0.851956
l 1.588667e+03 4.202333e+03 1.828333e+03 3071 -3.221333e+03 6.646667e+02 0.883547
